title	description	datasetIdentifier	disease	authors	created	modified	accessed	landingPage	accessPage	format	conformsTo	license	geography	apolloLocationCode	ISO_3166	ISO_3166-1	ISO_3166-1_alpha-3
Virginia Synthetic Ecosystem	Virginia synthetic population dataset consisting of tables for persons, households, schools, and workplaces.  This dataset was created by the SPEW program from 2010 ACS SF 5-Year counts;  2010 US TIGER Roads; ACS PUMS 1-Year micro data; 2013 and 2011 NCES schools; and 2009 ESRI workplaces.	https://doi.org/10.5281/zenodo.574024	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000047	https://zenodo.org/record/574024/files/51.tar.gz	null	MIDAS-ISG:spew-us-format-v1.2.0	null	Virginia		US-VA	null	null
Washington Synthetic Ecosystem	Washington synthetic population dataset consisting of tables for persons, households, schools, and workplaces.  This dataset was created by the SPEW program from 2010 ACS SF 5-Year counts;  2010 US TIGER Roads; ACS PUMS 1-Year micro data; 2013 and 2011 NCES schools; and 2009 ESRI workplaces.	https://doi.org/10.5281/zenodo.574025	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000048	https://zenodo.org/record/574025/files/53.tar.gz	null	MIDAS-ISG:spew-us-format-v1.2.0	null	Washington		US-WA	null	null
West Virginia Synthetic Ecosystem	West Virginia synthetic population dataset consisting of tables for persons, households, schools, and workplaces.  This dataset was created by the SPEW program from 2010 ACS SF 5-Year counts;  2010 US TIGER Roads; ACS PUMS 1-Year micro data; 2013 and 2011 NCES schools; and 2009 ESRI workplaces.	https://doi.org/10.5281/zenodo.574026	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000049	https://zenodo.org/record/574026/files/54.tar.gz	null	MIDAS-ISG:spew-us-format-v1.2.0	null	West Virginia		US-WV	null	null
Wisconsin Synthetic Ecosystem	Wisconsin synthetic population dataset consisting of tables for persons, households, schools, and workplaces.  This dataset was created by the SPEW program from 2010 ACS SF 5-Year counts;  2010 US TIGER Roads; ACS PUMS 1-Year micro data; 2013 and 2011 NCES schools; and 2009 ESRI workplaces.	https://doi.org/10.5281/zenodo.574027	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000050	https://zenodo.org/record/574027/files/55.tar.gz	null	MIDAS-ISG:spew-us-format-v1.2.0	null	Wisconsin		US-WI	null	null
Wyoming Synthetic Ecosystem	Wyoming synthetic population dataset consisting of tables for persons, households, schools, and workplaces.  This dataset was created by the SPEW program from 2010 ACS SF 5-Year counts;  2010 US TIGER Roads; ACS PUMS 1-Year micro data; 2013 and 2011 NCES schools; and 2009 ESRI workplaces.	https://doi.org/10.5281/zenodo.574028	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000051	https://zenodo.org/record/574028/files/56.tar.gz	null	MIDAS-ISG:spew-us-format-v1.2.0	null	Wyoming		US-WY	null	null
Argentina Synthetic Ecosystem	Argentina synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574029	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000052	https://zenodo.org/record/574029/files/arg.tar.gz	null	SPEW.IPUMS format	null	Argentina		AR	null	ARG
Armenia Synthetic Ecosystem	Armenia synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574030	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000053	https://zenodo.org/record/574030/files/arm.tar.gz	null	SPEW.IPUMS format	null	Armenia		AM	null	ARM
Austria Synthetic Ecosystem	Austria synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574031	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000054	https://zenodo.org/record/574031/files/aut.tar.gz	null	SPEW.IPUMS format	null	Austria		AT	null	AUT
Burkina Faso Synthetic Ecosystem	Burkina Faso synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574032	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000055	https://zenodo.org/record/574032/files/bfa.tar.gz	null	SPEW.IPUMS format	null	Burkina Faso		BF	null	BFA
Bangladesh Synthetic Ecosystem	Bangladesh synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574033	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000056	https://zenodo.org/record/574033/files/bgd.tar.gz	null	SPEW.IPUMS format	null	Bangladesh		BD	null	BGD
Belarus Synthetic Ecosystem	Belarus synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574034	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000057	https://zenodo.org/record/574034/files/blr.tar.gz	null	SPEW.IPUMS format	null	Belarus		BY	null	BLR
Bolivia Synthetic Ecosystem	Bolivia synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574035	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000058	https://zenodo.org/record/574035/files/bol.tar.gz	null	SPEW.IPUMS format	null	Bolivia		BO	null	BOL
Brazil Synthetic Ecosystem	Brazil synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574036	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000059	https://zenodo.org/record/574036/files/bra.tar.gz	null	SPEW.IPUMS format	null	Brazil		BR	null	BRA
Canada Synthetic Ecosystem	Canada synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: Public Use Microdata Files (PUMFS), National Household Survey, 2011.	https://doi.org/10.5281/zenodo.574037	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000060	https://zenodo.org/record/574037/files/can.tar.gz	null	SPEW.CANADA format	null	Canada		CA	null	CAN
Switzerland Synthetic Ecosystem	Switzerland synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574038	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000061	https://zenodo.org/record/574038/files/che.tar.gz	null	SPEW.IPUMS format	null	Switzerland		CH	null	CHE
Chile Synthetic Ecosystem	Chile synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574039	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000062	https://zenodo.org/record/574039/files/chl.tar.gz	null	SPEW.IPUMS format	null	Chile		CL	null	CHL
China Synthetic Ecosystem	China synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574040	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000063	https://zenodo.org/record/574040/files/chn.tar.gz	null	SPEW.IPUMS format	null	China		CN	null	CHN
Cameroon Synthetic Ecosystem	Cameroon synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574041	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000064	https://zenodo.org/record/574041/files/cmr.tar.gz	null	SPEW.IPUMS format	null	Cameroon		CM	null	CMR
Colombia Synthetic Ecosystem	Colombia synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574042	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000065	https://zenodo.org/record/574042/files/col.tar.gz	null	SPEW.IPUMS format	null	Colombia		CO	null	COL
Costa Rica Synthetic Ecosystem	Costa Rica synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574043	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000066	https://zenodo.org/record/574043/files/cri.tar.gz	null	SPEW.IPUMS format	null	Costa Rica		CR	null	CRI
Cuba Synthetic Ecosystem	Cuba synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574044	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000067	https://zenodo.org/record/574044/files/cub.tar.gz	null	SPEW.IPUMS format	null	Cuba		CU	null	CUB
Germany Synthetic Ecosystem	Germany synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574045	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000068	https://zenodo.org/record/574045/files/deu.tar.gz	null	SPEW.IPUMS format	null	Germany		DE	null	DEU
Dominican Republic Synthetic Ecosystem	Dominican Republic synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574046	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000069	https://zenodo.org/record/574046/files/dom.tar.gz	null	SPEW.IPUMS format	null	Dominican Republic		DO	null	DOM
Ecuador Synthetic Ecosystem	Ecuador synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574047	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000070	https://zenodo.org/record/574047/files/ecu.tar.gz	null	SPEW.IPUMS format	null	Ecuador		EC	null	ECU
Egypt Synthetic Ecosystem	Egypt synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574048	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000071	https://zenodo.org/record/574048/files/egy.tar.gz	null	SPEW.IPUMS format	null	Egypt		EG	null	EGY
Spain Synthetic Ecosystem	Spain synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574049	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000072	https://zenodo.org/record/574049/files/esp.tar.gz	null	SPEW.IPUMS format	null	Spain		ES	null	ESP
Ethiopia Synthetic Ecosystem	Ethiopia synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574050	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000073	https://zenodo.org/record/574050/files/eth.tar.gz	null	SPEW.IPUMS format	null	Ethiopia		ET	null	ETH
Fiji Synthetic Ecosystem	Fiji synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574051	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000074	https://zenodo.org/record/574051/files/fji.tar.gz	null	SPEW.IPUMS format	null	Fiji		FJ	null	FJI
France Synthetic Ecosystem	France synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574052	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000075	https://zenodo.org/record/574052/files/fra.tar.gz	null	SPEW.IPUMS format	null	France		FR	null	FRA
Ghana Synthetic Ecosystem	Ghana synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574053	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000076	https://zenodo.org/record/574053/files/gha.tar.gz	null	SPEW.IPUMS format	null	Ghana		GH	null	GHA
Greece Synthetic Ecosystem	Greece synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574054	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000077	https://zenodo.org/record/574054/files/grc.tar.gz	null	SPEW.IPUMS format	null	Greece		GR	null	GRC
Haiti Synthetic Ecosystem	Haiti synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574055	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000078	https://zenodo.org/record/574055/files/hti.tar.gz	null	SPEW.IPUMS format	null	Haiti		HT	null	HTI
Hungary Synthetic Ecosystem	Hungary synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574056	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000079	https://zenodo.org/record/574056/files/hun.tar.gz	null	SPEW.IPUMS format	null	Hungary		HU	null	HUN
Indonesia Synthetic Ecosystem	Indonesia synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574057	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000080	https://zenodo.org/record/574057/files/idn.tar.gz	null	SPEW.IPUMS format	null	Indonesia		ID	null	IDN
India Synthetic Ecosystem	India synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574058	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000081	https://zenodo.org/record/574058/files/ind.tar.gz	null	SPEW.IPUMS format	null	India		IN	null	IND
Iraq Synthetic Ecosystem	Iraq synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574059	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000082	https://zenodo.org/record/574059/files/irq.tar.gz	null	SPEW.IPUMS format	null	Iraq		IQ	null	IRQ
Israel Synthetic Ecosystem	Israel synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574060	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000083	https://zenodo.org/record/574060/files/isr.tar.gz	null	SPEW.IPUMS format	null	Israel		IL	null	ISR
Italy Synthetic Ecosystem	Italy synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574061	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000084	https://zenodo.org/record/574061/files/ita.tar.gz	null	SPEW.IPUMS format	null	Italy		IT	null	ITA
Jamaica Synthetic Ecosystem	Jamaica synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574062	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000085	https://zenodo.org/record/574062/files/jam.tar.gz	null	SPEW.IPUMS format	null	Jamaica		JM	null	JAM
Jordan Synthetic Ecosystem	Jordan synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574063	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000086	https://zenodo.org/record/574063/files/jor.tar.gz	null	SPEW.IPUMS format	null	Jordan		JO	null	JOR
Kenya Synthetic Ecosystem	Kenya synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574064	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000087	https://zenodo.org/record/574064/files/ken.tar.gz	null	SPEW.IPUMS format	null	Kenya		KE	null	KEN
Cambodia Synthetic Ecosystem	Cambodia synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574065	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000088	https://zenodo.org/record/574065/files/khm.tar.gz	null	SPEW.IPUMS format	null	Cambodia		KH	null	KHM
Liberia Synthetic Ecosystem	Liberia synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574066	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000089	https://zenodo.org/record/574066/files/lbr.tar.gz	null	SPEW.IPUMS format	null	Liberia		LR	null	LBR
Morocco Synthetic Ecosystem	Morocco synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574067	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000090	https://zenodo.org/record/574067/files/mar.tar.gz	null	SPEW.IPUMS format	null	Morocco		MA	null	MAR
Mexico Synthetic Ecosystem	Mexico synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574068	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000091	https://zenodo.org/record/574068/files/mex.tar.gz	null	SPEW.IPUMS format	null	Mexico		MX	null	MEX
Mali Synthetic Ecosystem	Mali synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574069	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000092	https://zenodo.org/record/574069/files/mli.tar.gz	null	SPEW.IPUMS format	null	Mali		ML	null	MLI
Mongolia Synthetic Ecosystem	Mongolia synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574070	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000093	https://zenodo.org/record/574070/files/mng.tar.gz	null	SPEW.IPUMS format	null	Mongolia		MN	null	MNG
Mozambique Synthetic Ecosystem	Mozambique synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574071	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000094	https://zenodo.org/record/574071/files/moz.tar.gz	null	SPEW.IPUMS format	null	Mozambique		MZ	null	MOZ
Malawi Synthetic Ecosystem	Malawi synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574072	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000095	https://zenodo.org/record/574072/files/mwi.tar.gz	null	SPEW.IPUMS format	null	Malawi		MW	null	MWI
Malaysia Synthetic Ecosystem	Malaysia synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574073	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000096	https://zenodo.org/record/574073/files/mys.tar.gz	null	SPEW.IPUMS format	null	Malaysia		MY	null	MYS
Nigeria Synthetic Ecosystem	Nigeria synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574074	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000097	https://zenodo.org/record/574074/files/nga.tar.gz	null	SPEW.IPUMS format	null	Nigeria		NG	null	NGA
Nicaragua Synthetic Ecosystem	Nicaragua synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574075	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000098	https://zenodo.org/record/574075/files/nic.tar.gz	null	SPEW.IPUMS format	null	Nicaragua		NI	null	NIC
Netherlands Synthetic Ecosystem	Netherlands synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574076	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000099	https://zenodo.org/record/574076/files/nld.tar.gz	null	SPEW.IPUMS format	null	Netherlands		NL	null	NLD
Pakistan Synthetic Ecosystem	Pakistan synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574077	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000100	https://zenodo.org/record/574077/files/pak.tar.gz	null	SPEW.IPUMS format	null	Pakistan		PK	null	PAK
Panama Synthetic Ecosystem	Panama synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574078	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000101	https://zenodo.org/record/574078/files/pan.tar.gz	null	SPEW.IPUMS format	null	Panama		PA	null	PAN
Peru Synthetic Ecosystem	Peru synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574079	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000102	https://zenodo.org/record/574079/files/per.tar.gz	null	SPEW.IPUMS format	null	Peru		PE	null	PER
Philippines Synthetic Ecosystem	Philippines synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574080	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000103	https://zenodo.org/record/574080/files/phl.tar.gz	null	SPEW.IPUMS format	null	Philippines		PH	null	PHL
Portugal Synthetic Ecosystem	Portugal synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574081	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000104	https://zenodo.org/record/574081/files/prt.tar.gz	null	SPEW.IPUMS format	null	Portugal		PT	null	PRT
